编号,名称,NO.,心级,华丽,简约,优雅,活泼,成熟,可爱,性感,清纯,清凉,保暖,标签1,标签2,获取途径,套装,版本号,分类号,分类,部位,部位（配装器）,编号,获取途径（简）,获取途径（综）
20439,碧波,439,3,,S,B,,,B,,S,B,,,,设·重构,,V1.4.1,2,连衣裙,连衣裙,连衣裙,20439,重构,重构
20445,紫檀,445,3,,S,A,,B,,S,,B,,,,设·重构,,V1.4.1,2,连衣裙,连衣裙,连衣裙,20445,重构,重构
20451,千鸟格,451,3,,A,,S,,S,B,,A,,,,设·重构,,V1.4.1,2,连衣裙,连衣裙,连衣裙,20451,重构,重构
20456,秋风,456,3,,S,S,,A,,,B,B,,,,设·重构,,V1.4.1,2,连衣裙,连衣裙,连衣裙,20456,重构,重构
20460,山枝桠,460,4,A,,S,,,A,,SS,A,,旗袍,中式现代,设·重构,,V1.4.1,2,连衣裙,连衣裙,连衣裙,20460,重构,重构
20464,女神·流苏雨,464,3,B,,S,,S,,B,,A,,,,店·金币,,V1.4.3,2,连衣裙,连衣裙,连衣裙,20464,金,金
20465,女神·经典拼色,465,3,,B,S,,S,,B,,B,,,,店·金币,,V1.4.3,2,连衣裙,连衣裙,连衣裙,20465,金,金
20466,女神·纯真涂鸦,466,3,B,,S,,,S,,B,,B,,,店·金币,,V1.4.3,2,连衣裙,连衣裙,连衣裙,20466,金,金
20467,女神·粉红海,467,3,,A,S,,,S,,B,,A,,,店·金币,,V1.4.3,2,连衣裙,连衣裙,连衣裙,20467,金,金
20468,女神·下午小憩,468,3,,S,S,,B,,,B,,A,,,店·金币,,V1.4.3,2,连衣裙,连衣裙,连衣裙,20468,金,金
20469,女神·蓝泡沫,469,3,A,,S,,B,,,S,A,,,,店·金币,,V1.4.3,2,连衣裙,连衣裙,连衣裙,20469,金,金
20470,女神·苹果汁,470,3,,S,A,,,B,,S,,B,,,店·金币,,V1.4.3,2,连衣裙,连衣裙,连衣裙,20470,金,金
20471,女神·叶片影,471,3,S,,,B,,S,B,,B,,,,店·金币,,V1.4.3,2,连衣裙,连衣裙,连衣裙,20471,金,金
20472,女神·青草园,472,3,B,,S,,S,,,A,,B,,,店·金币,,V1.4.3,2,连衣裙,连衣裙,连衣裙,20472,金,金
20473,青苹果汽水,473,3,,S,A,,S,,,B,A,,,,9-6少,,V1.4.3,2,连衣裙,连衣裙,连衣裙,20473,少,9-6少
20474,抽象黑白,474,3,,A,S,,S,,,B,B,,,,设·定473,,V1.4.3,2,连衣裙,连衣裙,连衣裙,20474,定·少,定·少
20475,低调套裙,475,3,,S,S,,A,,,A,B,,,,设·定473,,V1.4.3,2,连衣裙,连衣裙,连衣裙,20475,定·少,定·少
20476,图书馆少女,476,3,,S,S,,B,,,A,A,,,,9-1少,,V1.4.3,2,连衣裙,连衣裙,连衣裙,20476,少,9-1少
20477,邻家少女,477,3,,B,S,,A,,,S,A,,,,设·定476,,V1.4.3,2,连衣裙,连衣裙,连衣裙,20477,定·少,定·少
20478,花季少女,478,3,,A,S,,S,,,B,B,,,,设·定476,,V1.4.3,2,连衣裙,连衣裙,连衣裙,20478,定·少,定·少
20479,糖果娃娃,479,3,,A,B,,,S,,S,A,,洛丽塔,,9-4公,,V1.4.3,2,连衣裙,连衣裙,连衣裙,20479,公,9-4公
20480,糖果娃娃·华丽,480,4,A,,A,,,SS,,SS,B,,洛丽塔,,设·进479,,V1.4.3,2,连衣裙,连衣裙,连衣裙,20480,进·公,进·公
20481,糖果娃娃·珍稀,481,5,SS,,A,,,SS,,A,S,,洛丽塔,,设·进480,糖果娃娃,V1.4.3,2,连衣裙,连衣裙,连衣裙,20481,进·公,进·公
20482,祈祷之音,482,3,,S,SS,,B,,,A,B,,,,9-9公,,V1.4.3,2,连衣裙,连衣裙,连衣裙,20482,公,9-9公
20483,祈祷之音·华丽,483,4,,S,SS,,S,,,B,,B,,,设·进482,,V1.4.3,2,连衣裙,连衣裙,连衣裙,20483,进·公,进·公
20484,祈祷之音·珍稀,484,5,,SS,S,,S,,,A,,A,,,设·进483,祈祷之音,V1.4.3,2,连衣裙,连衣裙,连衣裙,20484,进·公,进·公
20485,未来时空,485,4,A,,,S,,S,A,,A,,未来系,,设·图,未来时空,V1.4.3,2,连衣裙,连衣裙,连衣裙,20485,图,图
20486,未来时空·玫,486,4,B,,,S,,A,SS,,A,,未来系,,设·定485,,V1.4.3,2,连衣裙,连衣裙,连衣裙,20486,定·图,定·图
20487,枫叶温度·红,487,4,,A,S,,SS,,,B,,A,冬装,,设·图,枫叶温度,V1.4.3,2,连衣裙,连衣裙,连衣裙,20487,图,图
20488,枫叶温度·蓝,488,4,,S,SS,,A,,,B,,A,冬装,,设·定487,,V1.4.3,2,连衣裙,连衣裙,连衣裙,20488,定·图,定·图
20489,刺客信念,489,4,B,,,S,A,,SS,,A,,侠客联盟,欧式古典,设·图,,V1.5.2,2,连衣裙,连衣裙,连衣裙,20489,图,图
20490,刺客信念·华丽,490,5,S,,,SS,A,,SS,,A,,侠客联盟,欧式古典,设·进489,刺客信念,V1.5.2,2,连衣裙,连衣裙,连衣裙,20490,进·图,进·图
20491,刺客信念·醇酒,491,5,SS,,,A,A,,SS,,A,,侠客联盟,欧式古典,设·定490,,V1.5.2,2,连衣裙,连衣裙,连衣裙,20491,定·进·图,定·进·图
20492,幽冥死神,492,5,SS,,A,,SS,,A,,,A,欧式古典,,浪·昼夜/兑·时光,幽冥死神,V1.5.4,2,连衣裙,连衣裙,连衣裙,20492,抽/兑,抽/兑
20493,幽冥死神·昼,493,5,S,,SS,,A,,A,,,A,欧式古典,,设·定492,,V1.5.4,2,连衣裙,连衣裙,连衣裙,20493,定·抽/兑,定·抽/兑
20494,幽冥死神·夜,494,5,S,,SS,,S,,A,,,S,欧式古典,,设·定492,,V1.5.4,2,连衣裙,连衣裙,连衣裙,20494,定·抽/兑,定·抽/兑
20495,圣灵天使,495,5,SS,,SS,,A,,A,,,A,欧式古典,,浪·昼夜/兑·时光,圣灵天使,V1.5.4,2,连衣裙,连衣裙,连衣裙,20495,抽/兑,抽/兑
20496,田园珍珠·红,496,4,A,,,S,,SS,,A,,A,欧式古典,,浪·昼夜,田园珍珠,V1.5.4,2,连衣裙,连衣裙,连衣裙,20496,抽,抽
20497,田园珍珠·绿,497,4,A,,,SS,,B,,S,,A,欧式古典,,设·定496,,V1.5.4,2,连衣裙,连衣裙,连衣裙,20497,定·抽,定·抽
20498,田园珍珠·蓝,498,4,A,,,S,,S,,A,,A,欧式古典,,设·定496,,V1.5.4,2,连衣裙,连衣裙,连衣裙,20498,定·抽,定·抽
20499,典雅长裙·米,499,3,,S,S,,B,,,B,A,,,,浪·昼夜,,V1.5.4,2,连衣裙,连衣裙,连衣裙,20499,抽,抽
20500,典雅长裙·粉,500,3,,S,S,,A,,,A,B,,,,设·定499,,V1.5.4,2,连衣裙,连衣裙,连衣裙,20500,定·抽,定·抽
20501,典雅长裙·青,501,3,,S,S,,A,,,B,A,,,,设·定499,,V1.5.4,2,连衣裙,连衣裙,连衣裙,20501,定·抽,定·抽
20502,典雅长裙·靛,502,3,,S,S,,A,,,B,B,,,,设·定499,,V1.5.4,2,连衣裙,连衣裙,连衣裙,20502,定·抽,定·抽
20503,轻羽裙·灰,503,4,,A,B,,SS,,S,,A,,,,浪·昼夜,,V1.5.4,2,连衣裙,连衣裙,连衣裙,20503,抽,抽
20504,轻羽裙·粉,504,4,,A,A,,SS,,S,,A,,,,设·定503,,V1.5.4,2,连衣裙,连衣裙,连衣裙,20504,定·抽,定·抽
20505,轻羽裙·青,505,4,,A,A,,S,,S,,A,,,,设·定503,,V1.5.4,2,连衣裙,连衣裙,连衣裙,20505,定·抽,定·抽
20506,轻羽裙·蓝,506,4,,B,B,,S,,SS,,S,,,,设·定503,,V1.5.4,2,连衣裙,连衣裙,连衣裙,20506,定·抽,定·抽
20507,罪爱之花·白,507,4,,A,SS,,S,,,A,,A,,,浪·昼夜,,V1.5.4,2,连衣裙,连衣裙,连衣裙,20507,抽,抽
20508,罪爱之花·蓝,508,4,,A,SS,,S,,,A,,A,,,设·定507,,V1.5.4,2,连衣裙,连衣裙,连衣裙,20508,定·抽,定·抽
20509,罪爱之花·红,509,4,,A,SS,,SS,,,A,,B,,,设·定507,,V1.5.4,2,连衣裙,连衣裙,连衣裙,20509,定·抽,定·抽
20511,皎洁的歌,511,3,,S,S,,A,,B,,B,,,,赠送·签到,,V1.5.1,2,连衣裙,连衣裙,连衣裙,20511,签到,签到
20512,淡络葡提,512,5,A,,SS,,A,,,SS,,A,欧式古典,,店·金币,淡络葡提,V1.5.2,2,连衣裙,连衣裙,连衣裙,20512,金,金
20514,鹿灵枝,514,2,B,,,B,,S,,S,,B,森女系列,,设·图,,V1.5.2,2,连衣裙,连衣裙,连衣裙,20514,图,图
20515,鹿灵枝·华丽,515,3,B,,,A,,S,,S,,A,森女系列,,设·进514,,V1.5.2,2,连衣裙,连衣裙,连衣裙,20515,进·图,进·图
20516,鹿灵枝·珍稀,516,4,SS,,,A,,B,,S,,A,森女系列,,设·进515,鹿灵枝,V1.5.2,2,连衣裙,连衣裙,连衣裙,20516,进·图,进·图
20517,夜魄千魅,517,5,S,,S,,A,,SS,,,A,欧式古典,,设·图,夜魄千魅,V1.5.2,2,连衣裙,连衣裙,连衣裙,20517,图,图
20518,大地图腾,518,4,B,,,B,,SS,,SS,,A,民族风,,设·图,部落图腾,V1.5.2,2,连衣裙,连衣裙,连衣裙,20518,图,图
20519,部落图腾,519,4,A,,,A,,S,,SS,,A,民族风,,设·定518,,V1.5.2,2,连衣裙,连衣裙,连衣裙,20519,定·图,定·图
20520,学士服,520,4,,SS,,A,,S,,A,,A,学院系,,设·图,青春旋律,V1.5.2,2,连衣裙,连衣裙,连衣裙,20520,图,图
20521,假面盛宴·珍稀,521,4,S,,S,,,A,,A,,A,欧式古典,,设·进523,假面盛宴,V1.5.2,2,连衣裙,连衣裙,连衣裙,20521,进·公,进·公
20522,假面盛宴·梦,522,4,SS,,S,,A,,A,,,B,欧式古典,,设·定521,,V1.5.2,2,连衣裙,连衣裙,连衣裙,20522,定·进·公,定·进·公
20523,盛宴·华丽,523,3,B,,,S,,S,,A,,A,欧式古典,,设·进524,,V1.5.2,2,连衣裙,连衣裙,连衣裙,20523,进·公,进·公
20524,盛宴,524,2,,B,,S,,S,,B,,B,欧式古典,,10-7公,,V1.5.2,2,连衣裙,连衣裙,连衣裙,20524,公,10-7公
20525,吊带连衣裙·黑,525,3,B,,A,,S,,S,,,A,,,10-4少,,V1.5.2,2,连衣裙,连衣裙,连衣裙,20525,少,10-4少
20526,吊带连衣裙·红,526,3,B,,S,,S,,A,,,A,,,设·定525,,V1.5.2,2,连衣裙,连衣裙,连衣裙,20526,定·少,定·少
20527,黑色迷宫,527,3,A,,S,,S,,B,,,A,,,10-6少,,V1.5.2,2,连衣裙,连衣裙,连衣裙,20527,少,10-6少
20528,灰色迷宫,528,3,B,,S,,S,,A,,,B,,,设·定527,,V1.5.2,2,连衣裙,连衣裙,连衣裙,20528,定·少,定·少
20529,蓝色迷宫,529,3,A,,S,,S,,A,,,B,,,设·定527,,V1.5.2,2,连衣裙,连衣裙,连衣裙,20529,定·少,定·少
20532,女神·梦之翼,532,3,,B,S,,S,,,A,B,,,,店·金币,,V1.4.3,2,连衣裙,连衣裙,连衣裙,20532,金,金
20533,月宫蟾兔·月白,533,4,A,,,S,,A,,SS,,B,中式古典,,设·定544,,V1.4.6,2,连衣裙,连衣裙,连衣裙,20533,定·图,定·图
20534,月宫蟾兔·苍穹,534,4,S,,SS,,,A,A,,,A,中式古典,,设·定544,,V1.4.6,2,连衣裙,连衣裙,连衣裙,20534,定·图,定·图
20535,喜绣缘,535,5,SS,,SS,,A,,A,,,A,婚纱,中式古典,活动·梦恋奇迹,喜绣缘,V1.5.1,2,连衣裙,连衣裙,连衣裙,20535,活动,活动
20536,紫藤花誓言,536,4,SS,,S,,,A,,A,,A,婚纱,,活动·梦恋奇迹,紫藤花誓言,V1.5.1,2,连衣裙,连衣裙,连衣裙,20536,活动,活动
20537,童心爱恋,537,5,S,,,S,,SS,,A,,A,婚纱,洛丽塔,活动·梦恋奇迹,童心爱恋,V1.5.1,2,连衣裙,连衣裙,连衣裙,20537,活动,活动
20538,盈粉纱裙,538,3,B,,S,,,S,,A,,B,,,浪·幻,,V1.5.1,2,连衣裙,连衣裙,连衣裙,20538,抽,抽
20539,约会纱裙,539,3,A,,A,,,S,,S,,A,,,设·定538,,V1.5.1,2,连衣裙,连衣裙,连衣裙,20539,定·抽,定·抽
20540,浅咖纱裙,540,3,B,,,S,,S,,A,,B,,,设·定538,,V1.5.1,2,连衣裙,连衣裙,连衣裙,20540,定·抽,定·抽
20541,雪莲精灵,541,5,B,,A,,SS,,S,,,A,,,浪·幻,雪莲,V1.5.1,2,连衣裙,连衣裙,连衣裙,20541,抽,抽
20542,工艺格调,542,4,A,,SS,,S,,A,,,A,英伦,,兑·仙履,蒸汽朋克,V1.5.1,2,连衣裙,连衣裙,连衣裙,20542,兑,兑
20543,嫣红格调,543,4,A,,S,,,A,,S,,A,,,设·定542,,V1.5.1,2,连衣裙,连衣裙,连衣裙,20543,定·兑,定·兑
20544,月宫蟾兔·朱红,544,4,B,,,SS,,S,,A,,A,中式古典,,设·图,月宫蟾兔,V1.4.6,2,连衣裙,连衣裙,连衣裙,20544,图,图
20545,玩趣·嘻嘻,545,3,,S,S,,A,,,B,,B,,,店·金币,,V1.5.1,2,连衣裙,连衣裙,连衣裙,20545,金,金
20546,绮幻万圣夜,546,5,SS,,A,,A,,SS,,,A,,,设·图,绮幻万圣夜,V1.5.3,2,连衣裙,连衣裙,连衣裙,20546,图,图
20549,繁花圆舞曲,549,5,SS,,A,,,S,A,,A,,欧式古典,,设·图,奥维娅的舞会,V1.7.0,2,连衣裙,连衣裙,连衣裙,20549,图,图
20551,嘴硬心软,551,4,,S,SS,,,A,,A,,A,,,赠送·签到,,V1.5.3,2,连衣裙,连衣裙,连衣裙,20551,签到,签到
20552,夏日雏菊,552,3,,B,,A,,S,,S,B,,,,11-9少,,V1.6.5,2,连衣裙,连衣裙,连衣裙,20552,少,11-9少
20553,镂空花连衣裙·黑,553,3,,S,A,,A,,,S,B,,,,11-1少,,V1.6.5,2,连衣裙,连衣裙,连衣裙,20553,少,11-1少
20554,镂空花连衣裙·白,554,3,,S,S,,B,,,A,A,,,,设·定553,,V1.6.5,2,连衣裙,连衣裙,连衣裙,20554,定·少,定·少
20555,镂空花连衣裙·紫,555,3,,S,A,,S,,A,,B,,,,设·定553,,V1.6.5,2,连衣裙,连衣裙,连衣裙,20555,定·少,定·少
20557,素馨茉莉,557,5,A,,SS,,A,,SS,,B,,晚礼服,,店·钻石,素馨茉莉,V1.5.3,2,连衣裙,连衣裙,连衣裙,20557,钻,钻
20558,灰格制服裙,558,3,A,,S,,S,,B,,,A,,,赠送·签到,,V1.6.1,2,连衣裙,连衣裙,连衣裙,20558,签到,签到
20559,绮幻万圣夜·绮夜,559,5,S,,,A,,S,SS,,A,,,,设·定546,,V1.5.3,2,连衣裙,连衣裙,连衣裙,20559,定·图,定·图
20560,羽之梦,560,3,A,,S,,S,,B,,,A,,,店·金币,,V1.6.1,2,连衣裙,连衣裙,连衣裙,20560,金,金
20561,舞蝶吟,561,4,,A,S,,,SS,,A,,B,,,兑·花园,舞蝶吟,V1.5.3,2,连衣裙,连衣裙,连衣裙,20561,兑,兑
20562,鸣鹤之应,562,3,,A,S,,S,,,A,,B,,,设·重构,,V1.5.3,2,连衣裙,连衣裙,连衣裙,20562,重构,重构
20563,鸣鹤之应·华丽,563,4,B,,S,,SS,,,A,,A,,,设·进562,,V1.5.3,2,连衣裙,连衣裙,连衣裙,20563,进·重构,进·重构
20564,鸣鹤之应·珍稀,564,5,SS,,SS,,A,,,A,,S,,,设·进563,鸣鹤之应,V1.5.3,2,连衣裙,连衣裙,连衣裙,20564,进·重构,进·重构
20565,安灵镇魂曲,565,3,,S,A,,S,,A,,A,,,,活动·安魂,,V1.8.2,2,连衣裙,连衣裙,连衣裙,20565,活动,活动
20566,安灵镇魂曲·华丽,566,4,A,,SS,,S,,,A,B,,,,设·进565,,V1.8.2,2,连衣裙,连衣裙,连衣裙,20566,活动,活动
20567,安灵镇魂曲·珍稀,567,5,SS,,A,,S,,SS,,A,,,,设·进566,安灵镇魂曲,V1.8.2,2,连衣裙,连衣裙,连衣裙,20567,活动,活动
20568,圣和咏叹调,568,5,SS,,SS,,S,,,A,A,,,,设·定567,圣和咏叹调,V1.8.2,2,连衣裙,连衣裙,连衣裙,20568,活动,活动
20569,星球醇香,569,3,A,,S,,,B,,S,A,,,,店·金币,,V1.6.1,2,连衣裙,连衣裙,连衣裙,20569,金,金
20570,啵啵的连衣裙,570,4,A,,,A,,S,,SS,B,,,,联盟·梦幻,童话萌萝,V1.6.1,2,连衣裙,连衣裙,连衣裙,20570,梦幻,梦幻
20571,芙蓉曲,571,4,A,,S,,A,,,SS,B,,中式古典,,联盟·梦幻,秋水芙蓉,V1.6.1,2,连衣裙,连衣裙,连衣裙,20571,梦幻,梦幻
20572,靡颜佚貌,572,4,A,,SS,,SS,,B,,,A,欧式古典,,设·图,,V1.6.5,2,连衣裙,连衣裙,连衣裙,20572,图,图
20573,靡颜佚貌·华丽,573,5,SS,,SS,,B,,S,,,A,欧式古典,,设·进572,靡颜佚貌,V1.6.5,2,连衣裙,连衣裙,连衣裙,20573,进·图,进·图
20574,靡颜佚貌·绿茵,574,5,A,,B,,SS,,SS,,,A,欧式古典,,设·定573,,V1.6.5,2,连衣裙,连衣裙,连衣裙,20574,定·进·图,定·进·图
20575,靡颜佚貌·蓝紫,575,5,A,,S,,SS,,S,,,A,欧式古典,,设·定573,,V1.6.5,2,连衣裙,连衣裙,连衣裙,20575,定·进·图,定·进·图
20576,红莓绢蝶,576,3,A,,,B,,S,,S,B,,,,设·图,红莓绢蝶,V1.6.5,2,连衣裙,连衣裙,连衣裙,20576,图,图
20577,亚尼拉海盗,577,5,S,,A,,S,,SS,,A,,侠客联盟,,设·图,亚尼拉海盗,V1.6.5,2,连衣裙,连衣裙,连衣裙,20577,图,图
20578,巧克力物语,578,4,A,,SS,,S,,,A,,A,学院系,,店·钻石,巧克力物语,V1.6.1,2,连衣裙,连衣裙,连衣裙,20578,钻,钻
20579,巧克力物语·棕,579,4,A,,S,,,B,,SS,,A,学院系,,设·定578,,V1.6.1,2,连衣裙,连衣裙,连衣裙,20579,定·钻,定·钻
20581,飞羽,581,4,B,,SS,,,A,,S,A,,舞者,,店·钻石,,V1.6.1,2,连衣裙,连衣裙,连衣裙,20581,钻,钻
20583,花间序,583,4,S,,SS,,,A,,A,A,,中式古典,,赠送,花间序,V1.6.1,2,连衣裙,连衣裙,连衣裙,20583,赠送,赠送
20584,一品朱衣,584,5,SS,,SS,,A,,,A,,A,中式古典,,活动·满天繁星,心月狐,V1.6.2,2,连衣裙,连衣裙,连衣裙,20584,活动,活动
20585,九天帝女,585,5,A,,SS,,SS,,A,,,A,中式古典,,活动·满天繁星,亢金龙,V1.6.2,2,连衣裙,连衣裙,连衣裙,20585,活动,活动
20586,蝶舞翩跹,586,3,,S,B,,,A,,S,A,,,,11-7公,,V1.6.5,2,连衣裙,连衣裙,连衣裙,20586,公,11-7公
20587,蝶舞翩跹·华丽,587,4,A,,A,,,S,,SS,B,,,,设·进586,,V1.6.5,2,连衣裙,连衣裙,连衣裙,20587,进·公,进·公
20588,蝶舞翩跹·珍稀,588,5,SS,,SS,,S,,A,,A,,,,设·进587,蝶舞翩跹,V1.6.5,2,连衣裙,连衣裙,连衣裙,20588,进·公,进·公
20589,蝶舞翩跹·紫蝶,589,5,SS,,SS,,A,,A,,S,,,,设·定588,,V1.6.5,2,连衣裙,连衣裙,连衣裙,20589,定·进·公,定·进·公
20590,蝶舞翩跹·粉蝶,590,5,SS,,SS,,,A,,S,A,,,,设·定588,,V1.6.5,2,连衣裙,连衣裙,连衣裙,20590,定·进·公,定·进·公
20591,采撷草莓,591,3,,S,,B,,A,,S,A,,森女系列,,11-9公,,V1.6.5,2,连衣裙,连衣裙,连衣裙,20591,公,11-9公
20592,采撷草莓·华丽,592,4,A,,A,,,S,,SS,B,,森女系列,,设·进591,,V1.6.5,2,连衣裙,连衣裙,连衣裙,20592,进·公,进·公
20593,采撷草莓·珍稀,593,5,SS,,S,,,SS,,A,S,,森女系列,,设·进592,采撷草莓,V1.6.5,2,连衣裙,连衣裙,连衣裙,20593,进·公,进·公
20594,采撷草莓·蓝提,594,5,A,,SS,,,A,,SS,A,,森女系列,,设·定593,,V1.6.5,2,连衣裙,连衣裙,连衣裙,20594,定·进·公,定·进·公
20595,采撷草莓·抹茶,595,5,A,,SS,,,A,,SS,A,,森女系列,,设·定593,,V1.6.5,2,连衣裙,连衣裙,连衣裙,20595,定·进·公,定·进·公
20596,花蔓定制,596,5,SS,,A,,A,,S,,A,,,,店·钻石,花蔓定制,V1.6.2,2,连衣裙,连衣裙,连衣裙,20596,钻,钻
20597,青花蝶,597,3,B,,S,,A,,,S,B,,中式现代,,赠送·签到,,V1.6.4,2,连衣裙,连衣裙,连衣裙,20597,签到,签到
20598,贺礼,598,5,B,,A,,,SS,,SS,A,,,,店·金币,生日贺礼,V1.6.2,2,连衣裙,连衣裙,连衣裙,20598,金,金
20599,物换星移,599,3,B,,S,,S,,,B,A,,,,赠送·签到,,V1.6.5,2,连衣裙,连衣裙,连衣裙,20599,签到,签到
20600,芸香柠檬,600,4,A,,,A,,SS,,SS,A,,,,兑·仙履,芸香柠檬,V1.6.6,2,连衣裙,连衣裙,连衣裙,20600,兑,兑
20601,华美圣诞,601,4,S,,S,,,A,A,,A,,,,设·图,驯鹿的祝福,V1.6.4,2,连衣裙,连衣裙,连衣裙,20601,图,图
20602,莫逆于心,602,4,B,,SS,,SS,,B,,,A,中式现代,,店·金币,花遇时光,V1.6.4,2,连衣裙,连衣裙,连衣裙,20602,金,金
20603,缤纷圣诞夜,603,5,SS,,SS,,S,,B,,,A,欧式古典,小动物,设·图,缤纷圣诞夜,V1.6.4,2,连衣裙,连衣裙,连衣裙,20603,图,图
20604,戎衣女侠,604,4,B,,A,,S,,SS,,,A,侠客联盟,欧式古典,联盟·梦幻,戎衣女侠,V1.6.6,2,连衣裙,连衣裙,连衣裙,20604,梦幻,梦幻
20605,恋爱法则·裙子,605,4,B,,,A,,SS,,SS,B,,,,联盟·梦幻,恋爱法则,V1.6.6,2,连衣裙,连衣裙,连衣裙,20605,梦幻,梦幻
20607,清雅百合,607,5,A,,SS,,A,,,S,A,,,,活动·女生节,西尔维娅夫人,V1.6.6,2,连衣裙,连衣裙,连衣裙,20607,活动,活动
20608,金迷纸醉,608,5,SS,,SS,,A,,,S,A,,女神系,,设·图,爱资哈尔公主,V1.6.4,2,连衣裙,连衣裙,连衣裙,20608,图,图
20613,春之少女,613,2,,B,A,,,S,,A,B,,,,设·图,,V1.6.5,2,连衣裙,连衣裙,连衣裙,20613,图,图
20614,春之少女·华丽,614,3,B,,B,,,S,,SS,B,,,,设·进613,,V1.6.5,2,连衣裙,连衣裙,连衣裙,20614,进·活动,进·活动
20615,春之少女·珍稀,615,4,S,,SS,,,A,,A,A,,,,设·进614,春之少女,V1.6.5,2,连衣裙,连衣裙,连衣裙,20615,进·图,进·图
20616,雪之女王,616,5,S,,SS,,S,,A,,A,,女神系,,设·图,雪之女王,V1.6.5,2,连衣裙,连衣裙,连衣裙,20616,图,图
20617,含露低垂,617,5,B,,S,,A,,,SS,B,,,,店·钻石,卡萨布兰卡,V1.6.5,2,连衣裙,连衣裙,连衣裙,20617,钻,钻
20618,挥爪招财,618,5,A,,,SS,,S,,S,,A,小动物,,活动·春节福袋,福祉铃喵,V1.6.6,2,连衣裙,连衣裙,连衣裙,20618,氪,氪
20619,灵猴献瑞,619,5,A,,,SS,,SS,,A,,A,中式现代,,店·钻石,灵猴献瑞,V1.6.6,2,连衣裙,连衣裙,连衣裙,20619,钻,钻
20620,鸿运春桃,620,4,B,,A,,SS,,SS,,,A,中式现代,,店·钻石,鸿运春桃,V1.6.6,2,连衣裙,连衣裙,连衣裙,20620,钻,钻
20621,摩登,621,3,B,,S,,S,,,A,B,,,,赠送·签到,,V1.7.0,2,连衣裙,连衣裙,连衣裙,20621,签到,签到
20622,高贵牛仔,622,5,A,,A,,S,,SS,,,S,,,活动·春节福袋,羁绊娇犬,V1.6.6,2,连衣裙,连衣裙,连衣裙,20622,氪,氪
20623,三叶恋,623,4,A,,,A,,SS,,S,A,,,,兑·花园,三叶恋 ,V1.6.6,2,连衣裙,连衣裙,连衣裙,20623,兑,兑
20624,蜜圆,624,5,A,,,S,,SS,,S,A,,中式现代,,店·金币,柔情蜜意,V1.6.6,2,连衣裙,连衣裙,连衣裙,20624,金,金
20625,甜心公主,625,4,S,,S,,A,,B,,A,,欧式古典,,联盟·小铺,,V1.6.6,2,连衣裙,连衣裙,连衣裙,20625,小铺,小铺
20626,甜心公主·华丽,626,5,S,,SS,,A,,A,,S,,欧式古典,,设·进625,爱之王冠,V1.6.6,2,连衣裙,连衣裙,连衣裙,20626,进·小铺,进·小铺
20627,竹夜歌,627,5,A,,SS,,SS,,,A,,A,中式古典,,活动·春节福袋,竹夜歌,V1.6.6,2,连衣裙,连衣裙,连衣裙,20627,氪,氪
20628,玫瑰盛宴,628,4,SS,,SS,,B,,,A,A,,晚礼服,,店·钻石,玫瑰情浓,V1.6.6,2,连衣裙,连衣裙,连衣裙,20628,钻,钻
20629,祥云千花,629,5,A,,SS,,A,,,SS,S,,中式现代,,浪·云禅,,V1.6.6,2,连衣裙,连衣裙,连衣裙,20629,抽,抽
20630,祥云千花·靛,630,5,A,,SS,,A,,,SS,A,,中式现代,,设·定629,,V1.6.6,2,连衣裙,连衣裙,连衣裙,20630,定·抽,定·抽
20631,蓝凰调,631,4,S,,S,,A,,A,,A,,中式现代,晚礼服,浪·云禅,,V1.6.6,2,连衣裙,连衣裙,连衣裙,20631,抽,抽
20632,前程似锦,632,3,B,,S,,,A,,S,A,,中式现代,,浪·云禅,,V1.6.6,2,连衣裙,连衣裙,连衣裙,20632,抽,抽
20633,前程似锦·蓝,633,3,A,,S,,,B,,S,B,,中式现代,,设·定632,,V1.6.6,2,连衣裙,连衣裙,连衣裙,20633,定·抽,定·抽
20634,蜜语甜心,634,3,A,,,S,,S,,B,A,,,,店·钻石,蜜语甜心,V1.6.6,2,连衣裙,连衣裙,连衣裙,20634,钻,钻
20635,踏雪寻梅夜,635,5,SS,,S,,A,,A,,A,,中式古典,,店·钻石,踏雪寻梅,V1.6.6,2,连衣裙,连衣裙,连衣裙,20635,钻,钻
20636,提线格莱斯,636,5,A,,A,,SS,,SS,,A,,童话系,,设·图,提线格莱斯,V1.6.6,2,连衣裙,连衣裙,连衣裙,20636,图,图
20637,格莱斯,637,6,SS,,SS,,A,,A,,S,,童话系,,设·进636,格莱斯,V1.6.6,2,连衣裙,连衣裙,连衣裙,20637,进·图,进·图
20638,格莱斯·奇迹,638,6,S,,SS,,S,,,SS,A,,童话系,,设·定637,,V1.6.6,2,连衣裙,连衣裙,连衣裙,20638,定·进·图,定·进·图
20639,创世之凤舞,639,5,SS,,SS,,A,,S,,,A,中式古典,,浪·云禅/兑·卧云,创世之凤舞,V1.6.6,2,连衣裙,连衣裙,连衣裙,20639,抽/兑,抽/兑
20640,天启之龙腾,640,5,S,,SS,,SS,,B,,,A,中式古典,,浪·云禅/兑·卧云,天启之龙腾,V1.6.6,2,连衣裙,连衣裙,连衣裙,20640,抽/兑,抽/兑
